kitchen_id,route_code,name
1,RC00001,BAGALAGUNTE
1,RC00001,BAGALAGUNTE
1,RC00001,BAGALAGUNTE
1,RC00001,BAGALAGUNTE
1,RC00001,BAGALAGUNTE
1,RC00001,BAGALAGUNTE
1,RC00001,BAGALAGUNTE
1,RC00001,BAGALAGUNTE
1,RC00001,BAGALAGUNTE
1,RC00001,BAGALAGUNTE
1,RC00001,BAGALAGUNTE
1,RC00001,BAGALAGUNTE
1,RC00001,BAGALAGUNTE
1,RC00001,BAGALAGUNTE
1,RC00001,BAGALAGUNTE
1,RC00001,BAGALAGUNTE
1,RC00003,D J HALLI
1,RC00003,D J HALLI
1,RC00003,D J HALLI
1,RC00003,D J HALLI
1,RC00003,D J HALLI
1,RC00003,D J HALLI
1,RC00003,D J HALLI
1,RC00004,DEVANAHALLI
1,RC00004,DEVANAHALLI
1,RC00004,DEVANAHALLI
1,RC00004,DEVANAHALLI
1,RC00004,DEVANAHALLI
1,RC00004,DEVANAHALLI
1,RC00004,DEVANAHALLI
1,RC00004,DEVANAHALLI
1,RC00004,DEVANAHALLI
1,RC00004,DEVANAHALLI
1,RC00004,DEVANAHALLI
1,RC00004,DEVANAHALLI
1,RC00004,DEVANAHALLI
1,RC00004,DEVANAHALLI
1,RC00004,DEVANAHALLI
1,RC00004,DEVANAHALLI
1,RC00004,DEVANAHALLI
1,RC00004,DEVANAHALLI
1,RC00004,DEVANAHALLI
1,RC00004,DEVANAHALLI
1,RC00004,DEVANAHALLI
1,RC00004,DEVANAHALLI
1,RC00004,DEVANAHALLI
1,RC00005,FRAZER TOWN
1,RC00005,FRAZER TOWN
1,RC00005,FRAZER TOWN
1,RC00005,FRAZER TOWN
1,RC00005,FRAZER TOWN
1,RC00005,FRAZER TOWN
1,RC00005,FRAZER TOWN
1,RC00005,FRAZER TOWN
1,RC00005,FRAZER TOWN
1,RC00005,FRAZER TOWN
1,RC00005,FRAZER TOWN
1,RC00005,FRAZER TOWN
1,RC00005,FRAZER TOWN
1,RC00005,FRAZER TOWN
1,RC00005,FRAZER TOWN
1,RC00005,FRAZER TOWN
1,RC00005,FRAZER TOWN
1,RC00005,FRAZER TOWN
1,RC00006,GANDINAGAR
1,RC00006,GANDINAGAR
1,RC00006,GANDINAGAR
1,RC00006,GANDINAGAR
1,RC00006,GANDINAGAR
1,RC00006,GANDINAGAR
1,RC00006,GANDINAGAR
1,RC00006,GANDINAGAR
1,RC00006,GANDINAGAR
1,RC00006,GANDINAGAR
1,RC00006,GANDINAGAR
1,RC00006,GANDINAGAR
1,RC00006,GANDINAGAR
1,RC00006,GANDINAGAR
1,RC00007,GANGANAGAR
1,RC00007,GANGANAGAR
1,RC00007,GANGANAGAR
1,RC00007,GANGANAGAR
1,RC00007,GANGANAGAR
1,RC00007,GANGANAGAR
1,RC00007,GANGANAGAR
1,RC00007,GANGANAGAR
1,RC00007,GANGANAGAR
1,RC00007,GANGANAGAR
1,RC00007,GANGANAGAR
1,RC00007,GANGANAGAR
1,RC00007,GANGANAGAR
1,RC00007,GANGANAGAR
1,RC00007,GANGANAGAR
1,RC00007,GANGANAGAR
1,RC00007,GANGANAGAR
1,RC00007,GANGANAGAR
1,RC00007,GANGANAGAR
1,RC00007,GANGANAGAR
1,RC00007,GANGANAGAR
1,RC00007,GANGANAGAR
1,RC00007,GANGANAGAR
1,RC00008,HESARAGATTA
1,RC00008,HESARAGATTA
1,RC00008,HESARAGATTA
1,RC00008,HESARAGATTA
1,RC00008,HESARAGATTA
1,RC00008,HESARAGATTA
1,RC00008,HESARAGATTA
1,RC00008,HESARAGATTA
1,RC00008,HESARAGATTA
1,RC00008,HESARAGATTA
1,RC00008,HESARAGATTA
1,RC00008,HESARAGATTA
1,RC00008,HESARAGATTA
1,RC00008,HESARAGATTA
1,RC00008,HESARAGATTA
1,RC00008,HESARAGATTA
1,RC00008,HESARAGATTA
1,RC00008,HESARAGATTA
1,RC00008,HESARAGATTA
1,RC00009,JALAHALLI
1,RC00009,JALAHALLI
1,RC00009,JALAHALLI
1,RC00009,JALAHALLI
1,RC00009,JALAHALLI
1,RC00009,JALAHALLI
1,RC00009,JALAHALLI
1,RC00009,JALAHALLI
1,RC00009,JALAHALLI
1,RC00009,JALAHALLI
1,RC00009,JALAHALLI
1,RC00009,JALAHALLI
1,RC00009,JALAHALLI
1,RC00009,JALAHALLI
1,RC00009,JALAHALLI
1,RC00009,JALAHALLI
1,RC00009,JALAHALLI
1,RC00009,JALAHALLI
1,RC00010,KG HALLI
1,RC00010,KG HALLI
1,RC00010,KG HALLI
1,RC00010,KG HALLI
1,RC00010,KG HALLI
1,RC00010,KG HALLI
1,RC00010,KG HALLI
1,RC00010,KG HALLI
1,RC00010,KG HALLI
1,RC00010,KG HALLI
1,RC00011,KODIGEHALLI
1,RC00011,KODIGEHALLI
1,RC00011,KODIGEHALLI
1,RC00011,KODIGEHALLI
1,RC00011,KODIGEHALLI
1,RC00011,KODIGEHALLI
1,RC00011,KODIGEHALLI
1,RC00011,KODIGEHALLI
1,RC00011,KODIGEHALLI
1,RC00011,KODIGEHALLI
1,RC00011,KODIGEHALLI
1,RC00011,KODIGEHALLI
1,RC00011,KODIGEHALLI
1,RC00011,KODIGEHALLI
1,RC00012,KOTHUNUR - 1
1,RC00012,KOTHUNUR - 1
1,RC00012,KOTHUNUR - 1
1,RC00012,KOTHUNUR - 1
1,RC00012,KOTHUNUR - 1
1,RC00012,KOTHUNUR - 1
1,RC00012,KOTHUNUR - 1
1,RC00012,KOTHUNUR - 1
1,RC00012,KOTHUNUR - 1
1,RC00012,KOTHUNUR - 1
1,RC00012,KOTHUNUR - 1
1,RC00012,KOTHUNUR - 1
1,RC00012,KOTHUNUR - 1
1,RC00012,KOTHUNUR - 1
1,RC00012,KOTHUNUR - 1
1,RC00012,KOTHUNUR - 1
1,RC00012,KOTHUNUR - 1
1,RC00012,KOTHUNUR - 1
1,RC00012,KOTHUNUR - 1
1,RC00012,KOTHUNUR - 1
1,RC00012,KOTHUNUR - 1
1,RC00012,KOTHUNUR - 1
1,RC00012,KOTHUNUR - 1
1,RC00013,KOTHUNUR - 2
1,RC00013,KOTHUNUR - 2
1,RC00013,KOTHUNUR - 2
1,RC00013,KOTHUNUR - 2
1,RC00013,KOTHUNUR - 2
1,RC00013,KOTHUNUR - 2
1,RC00013,KOTHUNUR - 2
1,RC00013,KOTHUNUR - 2
1,RC00013,KOTHUNUR - 2
1,RC00013,KOTHUNUR - 2
1,RC00013,KOTHUNUR - 2
1,RC00013,KOTHUNUR - 2
1,RC00013,KOTHUNUR - 2
1,RC00013,KOTHUNUR - 2
1,RC00013,KOTHUNUR - 2
1,RC00013,KOTHUNUR - 2
1,RC00013,KOTHUNUR - 2
1,RC00013,KOTHUNUR - 2
1,RC00014,L R PURAM
1,RC00014,L R PURAM
1,RC00014,L R PURAM
1,RC00014,L R PURAM
1,RC00014,L R PURAM
1,RC00014,L R PURAM
1,RC00014,L R PURAM
1,RC00014,L R PURAM
1,RC00014,L R PURAM
1,RC00014,L R PURAM
1,RC00014,L R PURAM
1,RC00015,MALLESHWARAM
1,RC00015,MALLESHWARAM
1,RC00015,MALLESHWARAM
1,RC00015,MALLESHWARAM
1,RC00015,MALLESHWARAM
1,RC00015,MALLESHWARAM
1,RC00015,MALLESHWARAM
1,RC00015,MALLESHWARAM
1,RC00015,MALLESHWARAM
1,RC00015,MALLESHWARAM
1,RC00015,MALLESHWARAM
1,RC00015,MALLESHWARAM
1,RC00015,MALLESHWARAM
1,RC00015,MALLESHWARAM
1,RC00015,MALLESHWARAM
1,RC00015,MALLESHWARAM
1,RC00016,MANJUNATH NAGAR
1,RC00016,MANJUNATH NAGAR
1,RC00016,MANJUNATH NAGAR
1,RC00016,MANJUNATH NAGAR
1,RC00016,MANJUNATH NAGAR
1,RC00016,MANJUNATH NAGAR
1,RC00016,MANJUNATH NAGAR
1,RC00016,MANJUNATH NAGAR
1,RC00016,MANJUNATH NAGAR
1,RC00016,MANJUNATH NAGAR
1,RC00016,MANJUNATH NAGAR
1,RC00016,MANJUNATH NAGAR
1,RC00016,MANJUNATH NAGAR
1,RC00016,MANJUNATH NAGAR
1,RC00016,MANJUNATH NAGAR
1,RC00017,MATHIKERE
1,RC00017,MATHIKERE
1,RC00017,MATHIKERE
1,RC00017,MATHIKERE
1,RC00017,MATHIKERE
1,RC00017,MATHIKERE
1,RC00017,MATHIKERE
1,RC00017,MATHIKERE
1,RC00017,MATHIKERE
1,RC00017,MATHIKERE
1,RC00017,MATHIKERE
1,RC00017,MATHIKERE
1,RC00017,MATHIKERE
1,RC00018,NAGASANDRA
1,RC00018,NAGASANDRA
1,RC00018,NAGASANDRA
1,RC00018,NAGASANDRA
1,RC00018,NAGASANDRA
1,RC00018,NAGASANDRA
1,RC00018,NAGASANDRA
1,RC00018,NAGASANDRA
1,RC00020,PALANAHALLI
1,RC00020,PALANAHALLI
1,RC00020,PALANAHALLI
1,RC00020,PALANAHALLI
1,RC00020,PALANAHALLI
1,RC00020,PALANAHALLI
1,RC00020,PALANAHALLI
1,RC00020,PALANAHALLI
1,RC00020,PALANAHALLI
1,RC00020,PALANAHALLI
1,RC00020,PALANAHALLI
1,RC00020,PALANAHALLI
1,RC00020,PALANAHALLI
1,RC00020,PALANAHALLI
1,RC00020,PALANAHALLI
1,RC00020,PALANAHALLI
1,RC00020,PALANAHALLI
1,RC00021,R T NAGAR
1,RC00021,R T NAGAR
1,RC00021,R T NAGAR
1,RC00021,R T NAGAR
1,RC00021,R T NAGAR
1,RC00021,R T NAGAR
1,RC00021,R T NAGAR
1,RC00021,R T NAGAR
1,RC00021,R T NAGAR
1,RC00021,R T NAGAR
1,RC00021,R T NAGAR
1,RC00021,R T NAGAR
1,RC00021,R T NAGAR
1,RC00021,R T NAGAR
1,RC00021,R T NAGAR
1,RC00022,RAJAJINAGAR
1,RC00022,RAJAJINAGAR
1,RC00022,RAJAJINAGAR
1,RC00023,SHIVAJINAGAR
1,RC00023,SHIVAJINAGAR
1,RC00023,SHIVAJINAGAR
1,RC00023,SHIVAJINAGAR
1,RC00023,SHIVAJINAGAR
1,RC00023,SHIVAJINAGAR
1,RC00023,SHIVAJINAGAR
1,RC00023,SHIVAJINAGAR
1,RC00023,SHIVAJINAGAR
1,RC00023,SHIVAJINAGAR
1,RC00023,SHIVAJINAGAR
1,RC00023,SHIVAJINAGAR
1,RC00023,SHIVAJINAGAR
1,RC00023,SHIVAJINAGAR
1,RC00023,SHIVAJINAGAR
1,RC00023,SHIVAJINAGAR
1,RC00023,SHIVAJINAGAR
1,RC00023,SHIVAJINAGAR
1,RC00023,SHIVAJINAGAR
1,RC00024,SHIVANAGAR
1,RC00024,SHIVANAGAR
1,RC00024,SHIVANAGAR
1,RC00024,SHIVANAGAR
1,RC00024,SHIVANAGAR
1,RC00024,SHIVANAGAR
1,RC00024,SHIVANAGAR
1,RC00024,SHIVANAGAR
1,RC00024,SHIVANAGAR
1,RC00024,SHIVANAGAR
1,RC00024,SHIVANAGAR
1,RC00024,SHIVANAGAR
1,RC00024,SHIVANAGAR
1,RC00024,SHIVANAGAR
1,RC00024,SHIVANAGAR
1,RC00024,SHIVANAGAR
1,RC00024,SHIVANAGAR
1,RC00024,SHIVANAGAR
1,RC00024,SHIVANAGAR
1,RC00025,SONDEKOPPA
1,RC00025,SONDEKOPPA
1,RC00025,SONDEKOPPA
1,RC00025,SONDEKOPPA
1,RC00025,SONDEKOPPA
1,RC00025,SONDEKOPPA
1,RC00025,SONDEKOPPA
1,RC00025,SONDEKOPPA
1,RC00025,SONDEKOPPA
1,RC00025,SONDEKOPPA
1,RC00025,SONDEKOPPA
1,RC00025,SONDEKOPPA
1,RC00025,SONDEKOPPA
1,RC00025,SONDEKOPPA
1,RC00025,SONDEKOPPA
1,RC00025,SONDEKOPPA
1,RC00025,SONDEKOPPA
1,RC00025,SONDEKOPPA
1,RC00025,SONDEKOPPA
1,RC00025,SONDEKOPPA
1,RC00025,SONDEKOPPA
1,RC00025,SONDEKOPPA
1,RC00026,SRIRAMPUR
1,RC00026,SRIRAMPUR
1,RC00026,SRIRAMPUR
1,RC00026,SRIRAMPUR
1,RC00026,SRIRAMPUR
1,RC00026,SRIRAMPUR
1,RC00026,SRIRAMPUR
1,RC00026,SRIRAMPUR
1,RC00026,SRIRAMPUR
1,RC00027,YELAHANKA
1,RC00027,YELAHANKA
1,RC00027,YELAHANKA
1,RC00027,YELAHANKA
1,RC00027,YELAHANKA
1,RC00027,YELAHANKA
1,RC00027,YELAHANKA
1,RC00027,YELAHANKA
1,RC00027,YELAHANKA
1,RC00027,YELAHANKA
1,RC00027,YELAHANKA
1,RC00027,YELAHANKA
1,RC00027,YELAHANKA
1,RC00027,YELAHANKA
1,RC00027,YELAHANKA
1,RC00027,YELAHANKA
1,RC00027,YELAHANKA
1,RC00027,YELAHANKA
1,RC00028,YESHWANTHPURA
1,RC00028,YESHWANTHPURA
1,RC00028,YESHWANTHPURA
1,RC00028,YESHWANTHPURA
1,RC00028,YESHWANTHPURA
1,RC00028,YESHWANTHPURA
1,RC00028,YESHWANTHPURA
1,RC00028,YESHWANTHPURA
1,RC00028,YESHWANTHPURA
1,RC00028,YESHWANTHPURA
